genres,original_title,overview,release_date,popularity,poster_path,runtime,directors,title_y
Drama,Je m'appelle Hmmm...,"Céline, 11, meets Peter, 40. Together they go on a ""luminous journey"" in his beautiful red truck. She, escaping her desperate and incestuous father; he, far from his native Scotland and the sad memory of his lost wife and daughter. In the course of a few days, a few words, Céline experiences her first true moments of childhood and lightness, exhilaration and trust. Peter goes towards the last days of a life that he offers, like a sublime and aging angel, to this wounded child.",2013-10-07,0.714,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/3pW8VxrssIB9OyBidZtbWt3f886.jpg,121,Agnès B.,Je m'appelle Hmmm....
Comedy,Eyjafjallajökull,"The eruption of the Icelandic volcano Eyjafjallajökull causes major disruptions to travelers' plans around the world. For Alain and Valérie, it's a catastrophe. Because to make it to the small Greek village in time for their daughter's wedding, this divorced couple, whose mutual hatred knows no bounds, will be obliged to set out on the road together.",2013-10-02,9.911,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/zszXmplKgcZ6WILGxZ1Jax8Ck72.jpg,92,Alexandre Coffre,"Eyjafjallajökull, Le volcan"
"Comedy, Drama",On ne devrait pas exister,"Hervé is a 37-year-old porno movie actor. Weary of the excesses of this fringe universe, he decides to hang up his Condoman costume and turn over a new leaf as a mainstream movie actor. He thus enters a world he knows nothing about. Rejected by his fellow actors, Hervé is just dying to learn the rules of the game. He then encounters LZA...",2006-05-23,0.802,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/lvRoUbgaBShEa3REs81a8dvL8OM.jpg,88,Hervé Pierre-Gustave,On ne devrait pas exister
"Romance, Comedy",Queenie in Love,"A quirky, romantic New York comedy about the pursuit of love, life and the right to be yourself.",2001-09-12,1.122,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/2anUIKgWhaZ9t65stwi1D20jpit.jpg,103,Amos Kollek,Queenie in Love
Drama,Saint Laurent,"1967-1976. As one of history's greatest fashion designers entered a decade of freedom, neither came out of it in one piece.",2014-09-23,9.445,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/xDXKPeCyKuWJIKfFSAYsppKWsgW.jpg,150,Bertrand Bonello,Saint Laurent
"Horror, Thriller",Exes,"Virginie, a very famous writer, is caught up in her past. A serial killer with inhuman cruelty, Exes, the hero of his first novel, wants to take revenge on her.",2006-10-04,1.022,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/12c5N70ROC0kAiC6QrzEYjhxiY0.jpg,87,Martin Cognito,Exes
Drama,"Deux jours, une nuit",Sandra is a young woman who has only one weekend to convince her colleagues they must give up their bonuses in order for her to keep her job — not an easy task in this economy.,2014-05-21,7.559,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/na05HMiEEftqzBFnBOtqAgAr7zz.jpg,95,"Jean-Pierre Dardenne, Luc Dardenne","Deux jours, une nuit"
"Adventure, Romance",Angélique,"The incredible destiny of Angélique: a beautiful girl who found in her love for Joffrey Peyrac the strength to fight injustice and submission in a century plagued by power struggles, inequality and the oppression.",2013-12-18,11.552,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/bit98CsNabBxP5abEUO9kWUObYh.jpg,113,Ariel Zeitoun,Angélique
Documentary,Sur le chemin de l'école,"These children live in the four corners of the earth, but share the same thirst for learning. They understand that only education will allow them a better future and that is why, every day, they must set out on the long and perilous journey that will lead them to knowledge. Jackson and his younger sister from Kenya walk 15 kilometres each way through a savannah populated by wild animals; Carlito rides more than 18 kilometres twice a day with his younger sister, across the plains of Argentina; Zahira lives in the Moroccan Atlas Mountains who has an exhausting 22 kilometres walk along punishing mountain paths before she reaches her boarding school; Samuel from India sits in a clumsy DIY wheelchair and the 4 kilometres journey is an ordeal each day, as his two younger brothers have to push him all the way to school…",2013-09-25,5.408,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/a5P4AG2jelryQAtRUsGQplx0AGm.jpg,77,Pascal Plisson,Sur le chemin de l'école
"Drama, Horror, Mystery",Docteur Chance,"Angstel trades in forged paintings, under the guidance of his mother, Milady. Their network extends into other murky affairs, provoking the wrath of a rival gang. Angstel falls in love with Ancetta, a prostitute, and flees with her to the north of Chile. - IFFR",1998-02-25,1.026,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/8X3RZeNmEsdvk0bUg8V33sgMsxT.jpg,100,F.J. Ossang,Docteur Chance
"Documentary, Drama",La Nuit Nomade,"At an altitude of 4500 meters, on the highest plateaus of Karnak in the Himalayan région of Ladakh, in a lunar setting where the sky blends with the mineral immensity, director Marianne Chaud filmed the movements of these last nomads. Immersed for months in their community, speaking their language, she placed her camera as close as possible to their voices and gestures, offering viewers encounters of a rare intimacy. As much as the splendor of the landscapes, the extreme harshness of the living conditions or the emotion shared with these nomads, it is this closeness that creates the magic of the film.",2012-04-04,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/8e34RK3NRGXr6zTDgVqM5d0l1df.jpg,90,Marianne Chaud,La nuit nomade
Documentary,Le serment de Tobrouk,"The war in Libya as seen from the inside: both on the scene and as discussed by world politicians. After thirty years of chasing wars and conflicts, Bernard-Henri Lévy takes us along for a journey reminiscent of Malraux and Hemingway, though retaining a style all his own. Six-months of exceptional dramaturgy. Six months of a war for freedom, resulting in the fall of one of the longest, most relentless dictatorships of modern times. A war with a beginning but perhaps no end. The making of a war.",2012-06-06,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/sAVDuowHKzU6lS4Dw9lbOjnOOtr.jpg,106,"Bernard-Henri Lévy, Marc Roussel",Le serment de Tobrouk
"Western, Action, Thriller, Drama",Slow West,"In the Old West, a 17-year-old Scottish boy teams up with a mysterious gunman to find the woman with whom he is infatuated.",2015-05-15,11.391,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/j3PmbRZvf5KpNbapSjn8b0CpD6a.jpg,84,John Maclean,Slow West
Comedy,בננות,"A group of friends in a Tel Aviv suburb get together to watch Universong, a Eurovision-like television song contest. They gather to watch and are depressed by the lifelessness of the Israeli entry, a parody of many recent offerings, a flashy, grating song about ""amour."" Realizing that Anat is distraught over the crisis in her marriage, they decide to compose a song to cheer her up. As a lark, they enters their cellphone video of it in next year's contest, and it becomes Israel's entry.",2013-03-13,1.048,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/neUnsoKglQRP0mNY2E4TFksWLH7.jpg,92,Eytan Fox,"Cupcakes, Bananas"
Comedy,Les Gazelles,"Marie and Eric, a couple in their thirties who have been together since college, buy their first apartment when Marie is suddenly overcome by doubt. Her encounter with a handsome, dark-haired man forces her to make a decision...",2014-03-26,5.495,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/h3q25Z1miYTKeYoahx41yzkpIl6.jpg,100,Mona Achache,Les gazelles
Comedy,Jacky au royaume des filles,"The film is set in a world, the Popular Democratic Republic of Bubunne, in which women hold the power and men are forced to wear veils and stay at home.",2014-01-29,8.821,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/nEXMIWgRIFDZVFl7fFHooQBBBdu.jpg,90,Riad Sattouf,Jacky au royaume des filles
"Drama, Thriller",Paradise Cruise,"An impossible love story between Yossi, a former IDF soldier, and Dora, a mysterious French photographer visiting Israel, as they both struggle in vain to leave their pasts behind.",2013-08-21,0.769,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/92Rtxmi47WdrPCP9wNK95KyUtzv.jpg,100,Matan Guggenheim,Les Inoubliables
Documentary,À ciel ouvert,"On the Franco-belgian border, there's a unique place that takes in children with mental and social problems. Day after day, the adults try to understand the enigma that each one of them represents and, without ever imposing anything on them, invent the solutions that will help them to live in peace, case by case. Through their stories, 'Like an Open Sky' reveals their singular vision of the world to us.",2014-01-08,1.4,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/uODPCwOoh9S9D7kYhQe9IzyslIp.jpg,110,Mariana Otero,À ciel ouvert
Drama,La Marche,"In 1983, in France experiencing intolerance and racial violence , three young teens and the priest Minguettes launching a largely peaceful march for equality and against racism, over 1,000 km between Marseille and Paris . Despite the difficulties and resistance encountered, their movement will bring about a real boost of hope in the way of Gandhi and Martin Luther King. They unite with their arrival more than 100 000 people from all walks of life and give France its new face.",2013-11-27,3.455,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/uRgelwDXDp6r059HlMfubmjE2M.jpg,120,Nabil Ben Yadir,La marche
Comedy,100% Cachemire,"The story of Aleksandra and Cyrille, a prominent, trendy, and very well-off Parisian couple, whose life is not quite the same after seven-year-old Alekseï from Russia suddenly pops up in their 100% cashmere, childless home. Aleksandra soon realises that this little boy they have adopted is not quite what she had been hoping for...",2013-12-11,5.616,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/lrNcEffsVjlAZ5NkEfKNBiKaZna.jpg,98,Valérie Lemercier,100% cachemire
Comedy,Je fais le mort,"Jean, a forty-year-old struggling, out-of-work actor has hit rock bottom. Although open to any kind of work, he can't get a break. At the unemployment office, his counselor has a rather odd proposal: he can get a job helping the police reconstruct crime scenes, by standing in for the dead victim. Jean's obsession for detail impresses the detectives, allowing him to take a leading role in a sensitive investigation in Megève ski resort, during low season, after a series of murders",2013-12-11,5.732,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/wXP7qAh51X339URqflp3qWmodnF.jpg,104,Jean-Paul Salomé,Je fais le mort
Documentary,Il était une forêt,"With Once Upon a Forest, Luc Jacquet invites the spectator into a never-before-seen world of natural wonder and staggering beauty. “For the first time, we will be able to watch a rain forest growing before our eyes…Only cinema can offer this unique voyage into a completely untamed universe, a world of perfect balance in which each living thing – from the smallest to the largest – plays an essential role. The film will deliver a complete sensory immersion in the primaeval splendor of one of nature’s richest mysteries, inviting the audience to enter, discover and marvel at a universe of untold treasures while joining its voice to the ever-growing awareness of the need to preserve our world.”",2013-10-04,2.428,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/p8EpBphxVeRMumtgb2oTQ9WYWm9.jpg,78,Luc Jacquet,"Il était une forêt, C'était la forêt des pluies"
Thriller,La Confrérie des larmes,"Gabriel Chevalier, 45 years old, is an ex-policeman. Unemployed, lonely and depressed,he lives like a ghost and hardly takes care of his only teenage child Juliette. One day, by pure chance, he finds a suspicious but extremely well paid job: his daily mission consists of delivering a briefcase exactly where he is told. The only rule being to never open it. These deliveries will bring him to meet weird people in strange places. Gradually, his cop instinct resurfaces...",2013-10-09,3.388,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/xqKzfcD2CsTHNn6gfJRSV7IVFSz.jpg,95,Jean-Baptiste Andrea,La confrérie des larmes
Documentary,Sand Wars,Is sand an infinite resource? Can the existing supply satisfy a gigantic demand fueled by construction booms? What are the consequences of intensive beach sand mining for the environment and the neighboring populations?,2013-10-19,1.807,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/mK8duH9KQQxMd3wv4g57BY0zWFv.jpg,74,Denis Delestrac,Sand Wars
"Drama, Comedy",The Hundred-Foot Journey,A story centered around an Indian family who moves to France and opens a restaurant across the street from a Michelin-starred French restaurant.,2014-08-06,12.267,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/1vFhSr7INoulu18smHqicft05i8.jpg,122,Lasse Hallström,Les recettes du bonheur
Drama,Les petites vacances,"Danielle (Bernadette Lafont), a grandmother in her sixties, is planning to take her two grandchildren to their father’s house for the Easter vacation. Since retiring as a schoolteacher, Danielle has regularly taken on this responsibility after her daughter’s divorce. This time, however, the children’s father is not there to welcome them, giving Danielle the opportunity to spend a bit more time with her grandchildren and to take them out for the day.  Jumping at every opportunity presented to them, Danielle soon transforms this day-outing into an impromptu holiday. Only what starts out as a fun adventure gradually turns into an inexorable deconstructing experience, and it soon becomes impossible for Danielle to contemplate taking the kids back…",2007-01-24,0.906,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/t04tJgmon27pp5WZHMyIdxqpQSN.jpg,90,Olivier Peyon,Les petites vacances
Animation,"Ma maman est en Amérique, elle a rencontré Buffalo Bill","Jean’s father is always busy at work, so he spends most of his time with his nanny Yvette and neighbour Michelle. His mother is away but nobody talks about her. Luckily Michelle is on hand to read postcards about Mum’s Wild West escapades and, even though they seem far fetched at times, they keep Jean happy. At school, the steel marbles Jean takes from his father’s factory are valuable playground currency but their removal has unexpected consequences. This delightful, bittersweet animated film, based on the best-selling children’s story by Jean Regnaud and Emile Bravo, is a joyous, thought-provoking tale about childhood loss and the need even for adults to hide from the truth at times. (Source: LFF programme)",2013-06-11,1.4,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/pMqur5lFpmdESgKbgKPuREANiPK.jpg,75,"Marc Boréal, Thibaut Chatel","Ma maman est en Amérique, elle a rencontré Buffalo Bill"
"Thriller, Science Fiction, Crime",Exit,"Stan is young, but had already been in hell. Once he was accused in a series of brutal murders, though the evidence was not accurate. The verdict of the court sent him to hospital, where they hold dangerous mentally ill. A few years later at the urging of his psychiatrist dealing resumed, and Stan was released.However, after his release from the hospital once again began killing one another frightening ...",2000-07-11,1.293,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/lv2LpwqmAulIrddACzZZb6E60Ju.jpg,110,Olivier Megaton,"Exit, Je ne veux pas rester sage"
Drama,À l'est de moi,"A young woman travels to Moscow, speaking with the people she meets of the region's recent past.",2009-01-28,1.108,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/bWBE8BJCfGjneSiBvXpBtLb0cgN.jpg,85,Bojena Horackova,À l'est de moi
Comedy,Made in Italy,"French writer Luca Morandi was born in Italy. He is forty years old and finds himself at a crossroads in his life. He doesn't know where to turn: France, his adopted home where he was raised, or Italy, the country of his birth, perfect, wonderful and ideal, like a child’s dream.",2008-07-02,1.4,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/3V5IbAcXCq4Tovzb1H8XRpGZQe0.jpg,86,Stéphane Giusti,Made in Italy
Drama,Le Nouveau monde,"A young boy who worships all things American comes of age in Orleans, where over 14,000 American GIs were stationed.",1995-02-22,2.026,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/nBRRpbNROVOUVVl9jBLqhKB02Rq.jpg,117,Alain Corneau,Le nouveau monde
"Adventure, Drama",La Belle Vie,"Sylvain and Pierre have been running from the law ever since a custody battle with their mother pushed their father Yves into hiding ten years ago. But now that they’re older, the two brothers are road-weary and eager to take advantage of the perks of young adulthood. When the authorities discover their whereabouts, they are forced to move yet again and Pierre, the elder, disappears. Alone with his father on an island in the Loire River, Sylvain meets Gilda: his first girl, his first crush, and the first stop on his way to “the good life” – his own.",2013-08-27,1.682,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/5C2Ab5g9xQeKdjdjS0RYyAVChrJ.jpg,93,Jean Denizot,La belle vie
Action,He Who Dares,"On Christmas Eve a group of ruthless masked terrorists kidnap the Prime Ministers daughter, fortifying themselves in an underground car park rigged with explosives. Crack SAS operative Chris Lowe and his team are sent in and must take the building one level at a time. ""The Raid meets Die Hard"" in this explosive action thriller.",2014-01-31,3.636,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/xw8rnORUO56U4IOwYQeTHJu3mFb.jpg,82,Paul Tanter,London Falling
Animation,Jasmine,"France, end of the 70s: Alain is the author of several cartoon films. His romantic meeting with a young Iranian student, Jasmine, changes the course of his life.  Teheran, 1978: The revolution sweeps away the despised regime of the Shah. Alain has joined Jasmine, their love grows in secret, with the hope that a new life is possible. The introduction of the Islamic Republic will destroy their illusions, and separate the two lovers ... For how long?  30 years later, it is time for Alain to revisit the theatre of his memory. Several faded blue aerograms, Super-8 films ... Not much remains. With his fingertips, from the bottom of the heart, he resurrects the past, image by image. In the restitution of a mysterious and oppressive Teheran, in the helter-skelter of history, beings of paste and blood fight, like many others, for love and freedom.",2013-04-06,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/4qpq41RAGdF0dz1rIZJE65ghYuB.jpg,70,Alain Ughetto,Jasmine
Documentary,Afriques : comment ça va avec la douleur ?,Miscellaneous images of African life.,1996-10-02,1.228,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/8BakOc3EamYoqpu3BjJcmLwp9lX.jpg,165,Raymond Depardon,Afriques: Comment ça va avec la douleur?
Drama,Der grüne Heinrich,"It is carnival time in Munich and participants are overindulging in alcohol and sensual pleasures. ""Follow us into madness"" beckons Lys who is drunk on life, but the sensitive Henry does not follow him. Lys has betrayed his fiancé, as Henry once betrayed his lost love Anna. In memory of Anna and his cruel Dickensian childhood, Henry challenges Lys to a duel to try to appease his guilt.",1993-12-20,0.702,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/6xvWWzDdSD7yJzbohEnnkbhhdlQ.jpg,110,Thomas Koerfer,Henri le Vert
Documentary,Terre des ours,"Set in the wilderness of the Kamchatka Peninsula, the land of legends and the kingdom of wild brown bears, we follow the daily adventures of five wild brown bears.",2014-02-26,1.242,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/i7DAdym5kNRLUK9ma3CvGHa4xyW.jpg,86,Guillaume Vincent,Terre des ours
"Comedy, Drama",Lulu femme nue,"After a job interview gone wrong, Lulu sets sail leaving her husband and three children behind. But being an adventurer is easier said than done.",2013-09-28,3.637,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/iY6di27JYxn87x9vWR0GTf3P97A.jpg,90,Sólveig Anspach,Lulu femme nue
"Comedy, Romance",Don Juan,"Spain in the mid-seventeenth century. A series of bloody wars has ravaged the nation. Don Juan the nobleman and his valet, Sganarelle, roam the countryside on horseback, on the run and lost.",1998-04-28,1.96,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/7NCivdigjwb1TTsm1KkYWSWrNQs.jpg,104,Jacques Weber,Don Juan
Comedy,Un grand cri d'amour,A famous couple is going on stage after ten years of separation and hate.,1998-01-07,1.4,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/h5IrzgOMVDzEnvY4FbgnrVl1nFm.jpg,90,Josiane Balasko,Un grand cri d'amour
"Thriller, Action",Enemies Closer,"After a major shipment of drugs goes missing on the US-Canadian border, forest ranger and former Navy SEAL Henry is plunged into survival mode when the drug cartel forces him to help retrieve the downed package. Trapped in the wilderness with no communication to the outside world, Henry finds himself face to face with Clay, a man with a personal vendetta against Henry who has returned for retribution. Now, the two mortal enemies must make a choice: put aside their past and work together, or die alone at the hands of the drug runners, a ruthless gang who will stop at nothing to retrieve their lost cargo.",2013-12-04,9.64,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/5njeDzYgcFV8wyVnytKPc3U62Cc.jpg,85,Peter Hyams,Enemies Closer
"Action, Comedy, Crime",Spy,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",2015-05-06,22.684,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/6On9Ed52fz8W1h9PzaDQ12ZfHdn.jpg,120,Paul Feig,Spy
"Thriller, Drama",24 Jours,"When Ilan Halimi is kidnapped for ransom because Jewish and supposedly rich, his family and the police start a race against time to save him from the tortures of the ""gang of barbarians"".",2014-04-30,5.114,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/gUNtHfRrFS4unXScpJbvZELPMB8.jpg,110,Alexandre Arcady,"24 jours, la vérité sur l'affaire Ilan Halimi, 24 Jours, la vérité sur l'affaire Ilan Halimi"
Drama,"Ni d'Ève, ni d'Adam",The story of a young boy with learning difficulties who is forced to fend for himself on the streets.,1996-09-01,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/hFNvVFj32ihK3kuTtYdqkCmxOv3.jpg,91,Jean-Paul Civeyrac,"Ni d'Ève, ni d'Adam"
Documentary,"Mémoires d'immigrés, l'héritage maghrébin",A three part story of the North African immigration to France.,1998-02-04,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/rhIHkf4jb6dR3BXjhf5TfV6NjiH.jpg,160,Yamina Benguigui,"Mémoires d'immigrés, l'héritage maghrébin"
Drama,Loubia Hamra,"On an Algerian beach, kids splash about, sleep, squabble - and then suddenly go to war. And it’s neither Lord of the Flies nor La Guerre des boutons. In her first film, full of grace, Narimane Mari films this childish freefor- all closely, at the irregular pace of an imagination inspired by the highest form of reality, national History — actually, nothing less than the Algerian War of Independence. When their make-believe induces a general upheaval, we follow the flock of children as they stamp their feet up the stairs, invade houses, cross village squares, in a whirlwind of shouts and empty words. Time is stretched like in a dream, through a choreography of belligerent shadows or the night-time explosion of the cemetery, as so many warning signs of dangers to come.",2013-11-24,1.334,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/4uzJ5BCuoJoLHUzV6lu9PgMUsAb.jpg,77,Narimane Mari,Loubia Hamra
Comedy,À Coup Sûr,"Raised to believe in performance and in the idea that all abilities must be optimized, Emma is a young, methodical woman who appears determined and relatively sure of herself. But two consecutive failures (real or imagined) lead her to believe that she has a real problem: she is useless in bed. Because she is more fragile than she appears, Emma hence decides to become... the best lay in Paris! She then sets out on a formidable plan of action (theory, practical, validation of acquired knowledge), which soon provokes a series of misunderstandings and disasters within her immediate vicinity. For one thing, her method doesn't turn out to be really adapted to her field of investigation. And Emma has probably also forgotten a little detail: love doesn't obey any plan. In this absurd and nutty quest, Emma will learn to let go, to lose control, and, to finally win her freedom.",2014-01-15,3.715,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/c6eFeBDay3o0MbaC6cT77mS4TN4.jpg,91,Delphine de Vigan,À coup sûr
Drama,Cymbeline,War erupts between dirty cops and outlaw bikers as a drug kingpin tries to protect his empire.,2014-09-03,8.93,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/uNajzrrYttWofGj3zu672J3NUbA.jpg,97,Michael Almereyda,Anarchy
"Action, Science Fiction",Lucy,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",2014-07-25,42.338,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/dhjyfcwEoW6jJ4Q7DpZTp6E58GA.jpg,89,Luc Besson,Lucy
Drama,Fiesta,A Jekyll-and-Hyde colonel toughens up a 17-year-old aristocrat for the Spanish Civil War.,1995-11-15,0.83,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/z2jkPtHtDuzdVX3raxlcSXmT54b.jpg,108,Pierre Boutron,Fiesta
Drama,Samba Traoré,"Samba (Bakary Sangare) has returned unannounced to his home village, bringing with him a suitcase full of money. Despite his protests that this is money that he earned in the city, the villagers have their doubts. In fact, he held up a gas station and unintentionally killed its attendant, and is in hiding here. Meanwhile, he has married a woman (Mariam Kaba) with a child who left her husband and built a house for her. He is building a bar with his remaining money, but he encounters a situation which makes him believe that he will be exposed to the police, and runs away, leaving a pregnant, very ill wife behind, much to the disgust of the villagers and Samba's own family.",1993-03-03,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/if9zY2Owd4tlBKoAFaRzXfSPgaa.jpg,85,Idrissa Ouedraogo,Samba Traoré
"Documentary, Mystery",Comment j'ai détesté les maths,"What is striking when you talk with mathematicians is that sparkle in their eyes, and their sudden joyful voice trying to share with you a concept, a theory. They continuously use words such as invention, beauty, freedom. You then ask yourself : how such a rich language, this quasi-philosophical proposition about the world becomes rejected by a majority, 'the only discipline where one prides itself to be bad at it'!",2013-11-27,1.592,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/iExxYjFXJjZrtuoX2TuJcsKLkK0.jpg,103,Olivier Peyon,Comment j'ai détesté les maths
"Horror, Romance, Science Fiction",Spring,"A young man in a personal tailspin flees the US to Italy, where he sparks up a romance with a woman harboring a dark, primordial secret.",2014-10-08,10.973,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/qPI94JmMga88RB7vuQA83McgFaz.jpg,109,"Justin Benson, Aaron Moorhead",Spring
"Comedy, Romance",Jamais le premier soir,"Julie, a woman who is unlucky in love despite her bubbly demeanor. Her job at a bookstore takes an interesting twist when she discovers a book titled ""Happiness Can Be Learned,"" and she sets out to fix her love life once and for all.",2014-01-01,5.128,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/1GWYmch5Amwr5CJ84h1m9e59D5P.jpg,91,Mélissa Drigeard,Jamais le premier soir
Comedy,16 ans ou presque,"Arnaud Mustier, lawyer and brilliant philosopher, arouses the annoyance of his younger brother Jules, age sixteen. One day, Arnaud is a victim of a late adolescent crisis. Helped by Jules, he is going to catch up this phase of the life which he did not live.",2013-12-18,7.624,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/ffnIzvEGOdQm58akyOaiiPBtBvw.jpg,88,Tristan Séguéla,"L'Adulescent, 16 ans ou presque"
Drama,Flammen im Paradies,"On her honeymoon on a ship the daughter of a rich plant owner realizes that she's not happy with her marriage. She meets a poor woman on the way to meet her future husband, a missionary in India. The women decide to swap roles...",1997-12-10,2.953,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/8OYHOahc1zkunL9mtRWMwBJzZ3v.jpg,105,Markus Imhoof,Les Raisons du coeur
Drama,The Search,A woman who works for a non-governmental organization (NGO) forms a special relationship with a young boy in war-torn Chechnya.,2014-11-26,7.371,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/ygXsQt3GniNMnrvOa5LrDP5tviY.jpg,149,Michel Hazanavicius,The Search
Drama,Mon amie Max,"Catherine, a concert pianist, is surprised one night by the arrival of her best friend from childhood, Marie-Alexandrine (Max), whom she hasn't seen for 25 years. Catherine and Max were Québec's most promising young pianists in the mid-1960's when the adventurous Max gets pregnant. She wants to keep the child, but her mother forces her to give him up for adoption; afterwards, Max leaves Québec and music. Now, years later, she returns, obsessed with finding her son. She locates the adoption records, and social services contacts her son to ask if he wants to see her. He refuses, but she keeps trying. Is a relationship with him possible? And what about her musical talent?",1994-11-01,0.6,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/m9IqF6owACl37ipurc8NikiGCD8.jpg,106,Michel Brault,Mon amie Max
Drama,Yves Saint Laurent,"A look at the life of French designer Yves Saint Laurent from the beginning of his career in 1958 when he met his lover and business partner, Pierre Berge.",2014-01-08,10.047,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/c3OQ4DtCzm4JfBxviXk5g7grsxM.jpg,106,Jalil Lespert,Yves Saint Laurent
Comedy,Les Trois Frères : Le Retour,"Three brothers are reunited on the occasion of the death of his mother. The three are in a difficult stage of their lives due to economic difficulties: Bernard is a failed actor, Didier pretends to be a professor of philosophy when, in fact, is selling sex toys and Pascal lives off a rich sexagenarian. Accompanied by Sara, the teenage daughter of Bernard, they live surprising encounters while new problems appear.",2014-02-12,5.35,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/v5bjUXo1FHLZQO6nfwWcoc9D6lW.jpg,106,"Didier Bourdon, Bernard Campan, Pascal Légitimus","Les trois frères, le retour"
Drama,Clouds of Sils Maria,A veteran actress comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.,2014-08-20,11.68,https://image.tmdb.org/t/p/w500https://image.tmdb.org/t/p/w500/dtCZ31RlokpkAaKMr9jFCJjBngi.jpg,124,Olivier Assayas,Sils Maria
